ID,Slug,Total Share,Visits,Capture Date
2fkFE8rbu,dall-e,0.22255495,3491885,2023-11-20
HMNcP6w7d,data-analysis,0.10719315,1681861,2023-11-20
YyyyMT9XH,chatgpt-classic,0.07353982,1153841,2023-11-20
lN1gKFnvL,creative-writing-coach,0.03588416,563021,2023-11-20
fTA4FQ7wj,hot-mods,0.02788499,437515,2023-11-20
TTTAK9GuS,the-negotiator,0.02109964,331052,2023-11-20
ENhijiiwK,math-mentor,0.01854625,290990,2023-11-20
FdMHL1sNo,cosmic-dream,0.01576322,247323,2023-11-20
DerYxX7rA,coloring-book-hero,0.01458221,228794,2023-11-20
Sug6mXozT,game-time,0.01253184,196624,2023-11-20
alKfVrz9K,canva,0.01305125,204772,2023-11-20
gPRWpLspC,sticker-whiz,0.01201242,188474,2023-11-20
OCOyXYJjW,genz-4-meme,0.01081499,169686,2023-11-20
WKIaLGGem,tech-support-advisor,0.01041587,163425,2023-11-20
3VrgJ1GpH,sous-chef,0.00988004,155017,2023-11-20
n7Rs0IK86,grimoire,0.00936059,146866,2023-11-20
bo0FiWLY7,researchgpt,0.00855139,134171,2023-11-20
2Eo3NxuS7,designergpt,0.00674161,105775,2023-11-20
V2KIUZSj0,ai-pdf,0.00616750,96768,2023-11-20
9PKhaweyb,mr-ranedeer,0.00422649,66313,2023-11-20
QrGDSn90Q,laundry-buddy,0.00332433,52159,2023-11-20
agCdZedbZ,ai-gpt,0.00307828,48298,2023-11-20
0k9rvxdJn,nomadgpt,0.00316576,49670,2023-11-20
hxDOCBQrs,paper-interpreter,0.00296347,46497,2023-11-20
tcmMldCYy,simpsonize-me,0.00301813,47353,2023-11-20
I1XNbsyDK,api-docs,0.00319857,50185,2023-11-20
UfFxTDMxq,askyourpdf-research-assistant,0.00264633,41521,2023-11-20
gFt1ghYJl,logo-creator,0.00310015,48641,2023-11-20
bZoD0qWT8,the-secret-of-monkey-island-amsterdam,0.00273928,42979,2023-11-20
GbLbctpPz,universal-primer,0.00249870,39204,2023-11-20
nPanZDwQ5,suparogodezaina-rogozuo-rujun,0.00234562,36802,2023-11-20
WxhtjcFNs,content-helpfulness-and-quality-seo-analyzer,0.00223079,35000,2023-11-20
L2HknCZTC,scholarai,0.00250964,39375,2023-11-20
EBKM6RsBl,gpts-works,0.00194648,30540,2023-11-20
PXlrhc1MV,mocktail-mixologist,0.00183166,28738,2023-11-20
jCYeXl5xh,new-gpt-5,0.00196836,30883,2023-11-20
m5ZAgJ5jt,market-analyst,0.00205583,32256,2023-11-20
9qWC0oyBd,super-describe,0.00168403,26423,2023-11-20
kMKw5tFmB,convertanything,0.00166763,26165,2023-11-20
QqvewXqPt,seo-mentor,0.00141065,22133,2023-11-20
iThwkWDbA,gpt-customizer-file-finder-json-action-creator,0.00139425,21876,2023-11-20
twUGxmpHv,visual-weather-artist-gpt,0.00142705,22389,2023-11-20
pNWGgUYqS,webpilot,0.00185353,29082,2023-11-20
lFgc4fwRf,grok-ai,0.00132864,20846,2023-11-20
22ZUhrOgu,gpt-shop-keeper,0.00125209,19645,2023-11-20
Cw11sym4k,thumbnail-sketcher,0.00127396,19988,2023-11-20
gbjSvXu6i,gif-pt,0.00113180,17758,2023-11-20
pTF23RJ6f,autoexpert-dev,0.00110993,17415,2023-11-20
ERKZdxC6D,automation-consultant-by-zapier,0.00122475,19216,2023-11-20
DpcxPZOvY,si-li-gptbei-gao-xiao,0.00104979,16471,2023-11-20
IZb9C11iR,ying-wen-fan-yi-zhuan-jia,0.00105526,16557,2023-11-20
yPLAsV2bz,profilereview-com,0.00112087,17586,2023-11-20
WTUuSzTOj,ai-websites,0.00097871,15356,2023-11-20
uBhKUJJTl,ke-ji-wen-zhang-fan-yi,0.00111540,17500,2023-11-20
8OcWVLenu,calendar-gpt,0.00126302,19817,2023-11-20
kywiqipmR,builder-io-assistant,0.00104432,16386,2023-11-20
0g6ZdEtv6,language-coach,0.00099511,15613,2023-11-20
vPFqv6NDp,typeframes-video-creation,0.00090762,14240,2023-11-20
iWeTcmxdr,xiao-hong-shu-xie-zuo-zhuan-jia,0.00086936,13640,2023-11-20
WIlexDAW5,analyzepaper,0.00087482,13726,2023-11-20
bjIRYGrAM,lp-wizard,0.00073266,11495,2023-11-20
NgAcklHd8,researchgpt-official,0.00091856,14412,2023-11-20
iS3LMW2lB,gpt-builders-assistant,0.00073266,11495,2023-11-20
aSCBrpxum,auto-agent-fladdict,0.00069986,10980,2023-11-20
MUJ3zHjvn,midjourney-prompt-generator,0.00070532,11066,2023-11-20
BfmuJziwz,seobot,0.00071080,11153,2023-11-20
aIWEfl3zH,hormozigpt,0.00081467,12781,2023-11-20
r4ckjls47,agi-zip,0.00061784,9694,2023-11-20
FPubWp6VF,gpt-finder,0.00061238,9608,2023-11-20
XE5JkV5gd,gpt-finder,0.00063425,9951,2023-11-20
qa5VGNSEr,seo-optimized-blog-writer-and-analyzer,0.00068346,10724,2023-11-20
3hxXAJOHO,lun-po-kun,0.00059597,9351,2023-11-20
eEFZELjV9,girlfriend-emma,0.00059051,9265,2023-11-20
RuhDS8mbd,No Slug,0.00127942,20073,2023-11-20
HEChZ7eza,bibigpt-co,0.00058504,9179,2023-11-20
N9d6Prmjs,ti-shi-jing-ling-prompt-pet,0.00060144,9436,2023-11-20
Lj7wgFVQo,supertools-gpt-finder,0.00059597,9350,2023-11-20
veSrMmasJ,keymate-ai-gpt-beta,0.00059050,9265,2023-11-20
0QePjyUon,data-science-interview-mate,0.00056863,8922,2023-11-20
R7zJ4s4jl,seo-outline-creator,0.00077094,12096,2023-11-20
aaNx59p4q,hacktricksgpt,0.00056317,8836,2023-11-20
cGx5me4XG,duo-shou-gpt,0.00055770,8750,2023-11-20
ucpsGCQHZ,professor-synapse,0.00057957,9093,2023-11-20
pvLhTI3h1,viral-hooks-generator,0.00054676,8579,2023-11-20
Qf60vcWcr,income-stream-surfer-s-seo-content-writer,0.00059050,9264,2023-11-20
mPyoGmkTR,ankix,0.00053036,8321,2023-11-20
Mc4XM2MQP,No Slug,0.00080374,12610,2023-11-20
z61XG6t54,logogpt,0.00055224,8665,2023-11-20
Hkqnd7mFT,veed-ai-video-generator,0.00089122,13982,2023-11-20
LrNKhqZfA,there-s-an-api-for-that-the-1-api-finder,0.00048115,7549,2023-11-20
tQBmTaWqj,gpt-public-directory,0.00051396,8064,2023-11-20
dHRRUFODc,yt-summarizer,0.00047568,7463,2023-11-20
1xC65osMP,ask-dr-andrew-huberman,0.00057956,9093,2023-11-20
6TW6hL3cK,cyber-scraper-seraphina-web-crawler,0.00044288,6949,2023-11-20
QSh6KHL3S,pdf-reader,0.00048115,7549,2023-11-20
btyd1Gl5w,dall-e3-supporter,0.00047022,7378,2023-11-20
nv7yQCb53,youtube-summarizer,0.00044835,7034,2023-11-20
KkxbQAVuk,playlistai-spotify,0.00049755,7807,2023-11-20
C4rH3L0Em,language-coach,0.00042101,6606,2023-11-20
dq9i42tRO,chatxgb,0.00041554,6520,2023-11-20
zMRWQxwDU,avian,0.00041007,6434,2023-11-20
Gt6Z8pqWF,doc-maker,0.00040461,6348,2023-11-20
lWbrikz5t,sparkle-the-storybook-maker,0.00053583,8408,2023-11-20
BIfVX3cVX,hackernews-gpt,0.00041554,6520,2023-11-20
J05Yvxb90,dalle3-with-parameters,0.00054129,8493,2023-11-20
lzbeEOr9Y,babyagi-txt,0.00038820,6091,2023-11-20
gWki9zYNV,trey-ratcliff-s-photo-critique-gpt,0.00038273,6005,2023-11-20
GJttZk3QA,gpt-finder,0.00037727,5919,2023-11-20
7CKojumSX,the-glibatree-art-designer,0.00036633,5748,2023-11-20
a83ktVq7n,ai-voice-generator,0.00041553,6519,2023-11-20
yUh3EEQan,levels-fyi-gpt,0.00035540,5576,2023-11-20
qwp9jR7Fd,what-would-apple-do,0.00034993,5490,2023-11-20
