ID,Slug,Total Share,Visits,Capture Date
2fkFE8rbu,dall-e,0.24890992,3905395,2023-11-22
HMNcP6w7d,data-analysis,0.11861443,1861062,2023-11-22
YyyyMT9XH,chatgpt-classic,0.08448928,1325637,2023-11-22
lN1gKFnvL,creative-writing-coach,0.03944995,618969,2023-11-22
fTA4FQ7wj,hot-mods,0.02901096,455182,2023-11-22
TTTAK9GuS,the-negotiator,0.02285990,358672,2023-11-22
ENhijiiwK,math-mentor,0.01993828,312833,2023-11-22
FdMHL1sNo,cosmic-dream,0.01688167,264873,2023-11-22
DerYxX7rA,coloring-book-hero,0.01539653,241571,2023-11-22
alKfVrz9K,canva,0.01407884,220896,2023-11-22
Sug6mXozT,game-time,0.01315538,206409,2023-11-22
gPRWpLspC,sticker-whiz,0.01249653,196072,2023-11-22
WKIaLGGem,tech-support-advisor,0.01161624,182258,2023-11-22
OCOyXYJjW,genz-4-meme,0.01121662,175990,2023-11-22
3VrgJ1GpH,sous-chef,0.01046056,164127,2023-11-22
n7Rs0IK86,grimoire,0.01044977,163957,2023-11-22
bo0FiWLY7,researchgpt,0.01004474,157601,2023-11-22
V2KIUZSj0,ai-pdf,0.00726894,114049,2023-11-22
2Eo3NxuS7,designergpt,0.00710151,111422,2023-11-22
9PKhaweyb,mr-ranedeer,0.00484417,76005,2023-11-22
UfFxTDMxq,askyourpdf-research-assistant,0.00399089,62617,2023-11-22
QrGDSn90Q,laundry-buddy,0.00356426,55924,2023-11-22
jCYeXl5xh,new-gpt-5,0.00419611,65836,2023-11-22
agCdZedbZ,ai-gpt,0.00308903,48466,2023-11-22
0k9rvxdJn,nomadgpt,0.00315923,49569,2023-11-22
hxDOCBQrs,paper-interpreter,0.00301883,47366,2023-11-22
gFt1ghYJl,logo-creator,0.00350486,54991,2023-11-22
bZoD0qWT8,the-secret-of-monkey-island-amsterdam,0.00314303,49314,2023-11-22
I1XNbsyDK,api-docs,0.00333204,52279,2023-11-22
tcmMldCYy,simpsonize-me,0.00310522,48721,2023-11-22
